"customer_number","status_1","customer_attention","customer_name","address_1","address_2","address_3","city","province","postal","country","phone","credit_limit","credit_available"
"940351","9","DEFAULT","BUHLER***ACCT CLOSED***","1260 CLARENCE AVE","","","WINNIPEG","MB","R3T 1T2","CAN","204-000-0000","0","0"
"940881","A","DEFAULT","VETERAN FARMING CO LTD","PO BOX 500","","","VETERAN","AB","T0C 2S0","CAN","403-575-2169","5000","2893"
"940911","9","DEFAULT","VIBRA FINISH LTD","5329 MAINGATE DR","","","MISSISSAUGA","ON","L4W 1G6","CAN","905-625-9955","0","0"
"941481","9","DEFAULT","VICTORIA INN","3550 VICTORIA AVE","","","BRANDON","MB","R7B 2R4","CAN","204-725-1532","0","0"
"941931","9","DEFAULT","VICTORIA CITY OF","#1 CENTENNIAL SQUARE","","","VICTORIA","BC","V8W 1P5","CAN","250-361-0421","0","0"
"942021","9","DEFAULT","VICTORY R M OF # 226","PO BOX 100","","","BEECHY","SK","S0L 0C0","CAN","306-859-2270","0","0"
"942031","9","DEFAULT","VICTORY GARDENS LANDSCAPING","9220 ELVIAGE DR","","","LONDON","ON","N6K 4N5","CAN","519-657-3937","0","0"
"942701","5","DEFAULT","VIKING CIVES LTD","RR 4","PO BOX 1120","","MOUNT FOREST","ON","N0G 2L0","CAN","519-323-4433","10000","8503"
"942881","A","DEFAULT","VITA FOAM PRODUCTS CDA INC  EX","58 HUTCHINGS STREET","","","WINNIPEG","MB","R2X 2X1","CAN","204-942-3569","1000","1000"
"942891","A","DEFAULT","VITA HEALTH CO (1985) LTD","150 BEGHIN AVE","","","WINNIPEG","MB","R2J 3W2","CAN","204-661-8386","7000","5979"
"942971","5","DEFAULT","VIPOND FIRE PROTECTION","321 ADOLPH DR","","","RM OF SHERWOOD","SK","S4K 0A3","CAN","306-359-1033","5000","4260"
"942991","A","DEFAULT","VISSER'S WELDING INC","PO BOX 1 SITE 15 RR 1","","","BARRHEAD","AB","T7N 1N2","CAN","780-674-3647","2000","990"
"943011","5","DEFAULT","VIPOND SPRINKLER CO LTD","571 FERRY RD","","","WINNIPEG","MB","R3H 0T5","CAN","204-783-2420","3000","2049"
"943021","9","DEFAULT","VIRDEN AUTO BODY LTD EX","KING ST AT #1 HIGHWAY","","","VIRDEN","MB","R0M 2C0","CAN","204-748-2354","0","0"
"943031","9","DEFAULT","VISCOUNT #341 RM OF","PO BOX 100","","","VISCOUNT","SK","S0K 4M0","CAN","000-000-0000","0","0"
"943061","A","DEFAULT","VOSSEBELT RAY","PO BOX 1626","","","COALDALE","AB","T1M 1N3","CAN","403-345-4204","500","500"
"943571","9","DEFAULT","VULCAN COUNTY","PO BOX 180","","","VULCAN","AB","T0L 2B0","CAN","403-485-2241","0","0"
"943581","9","DEFAULT","VULCAN ELECTRICAL LTD","18225 107 AVE","","","EDMONTON","AB","T5S 1K4","CAN","780-483-0036","0","0"
"943591","A","DEFAULT","GREAT WESTERN CONTAIN WPG","328 DAWSON RD N","","","WINNIPEG","MB","R2J 0S7","CAN","204-233-3333","1500","544"
"944131","5","DEFAULT","GREAT WESTERN CONTAIN EDM","1912 66 AVE","","","EDMONTON","AB","T6P 1M4","CAN","780-440-2222","2000","1407"
"944201","9","DEFAULT","W. MCKEE MFG LTD","2827 30TH AVE","","","RED DEER","AB","T4R 2P7","CAN","403-347-7436","0","0"
"944251","9","DEFAULT","W K DAHMS MFG***CLOSED***","PO BOX 520","3074 SAWMILL RD","","ST JACOBS","ON","N0B 2N0","CAN","519-664-3414","0","0"
"944861","5","DEFAULT","WABASH MFG INC","9312 110 A STREET","","","WESTLOCK","AB","T7P 2M4","CAN","780-349-4282","5500","5075"
"945421","3","DEFAULT","WAJAX LIMITED EDMONTON","2200 52ND AVE","","","LACHINE","QC","H8T 2Y3","CAN","780-948-5400","2000","2000"
"945461","A","DEFAULT","WAINWRIGHT M D OF","717 - 14 AVENUE","","","WAINWRIGHT","AB","T9W 1B3","CAN","780-842-4454","2500","2500"
"945471","9","DEFAULT","WAJAX LIMITED***CLOSED***","2117 32 AVE","","","LACHINE","QC","H8T 3J1","CAN","403-279-7278","0","0"
"945761","A","DEFAULT","WALINGA INC - CARMAN","5656 HIGHWAY 6N","","","GUELPH","ON","N1H 6J2","CAN","204-745-2951","2000","1902"
"945771","3","DEFAULT","WALINGA INC - GUELPH","RR 5","","","GUELPH","ON","N1H 6J2","CAN","519-824-8520","5000","3317"
"945791","9","DEFAULT","WALDHEIM COLONY","PO BOX 322","","","ELIE","MB","R0H 0H0","CAN","204-353-2834","0","0"
"945961","5","DEFAULT","BEN & DONNA WALTER FARMS LTD.","1510C 31 ST N","","","LETHBRIDGE","AB","T1H 5J8","CAN","403-381-3343","3500","3272"
"945971","9","DEFAULT","WALTERS OIL TOOL MACHINE LTD","9924 - 29TH AVE","","","EDMONTON","AB","T6N 1A2","CAN","780-453-6807","0","0"
"945991","9","DEFAULT","N.P.A. A DIVISION OF COLAS","WESTERN CANADA INC","PO BOX 608","","GRANDE PRAIRIE","AB","T8V 3A8","CAN","780-532-1790","0","0"
"946081","A","DEFAULT","WAPPEL CONSTRUCTION CO LTD","230 - 10TH AVE E","","","REGINA","SK","S4N 5E4","CAN","306-569-3000","2000","2000"
"946451","9","DEFAULT","VSA HIGHWAY MAINTENANCE LTD","2529 POOLEY AVE","","","MERRITT","BC","V1K 1C2","CAN","250-315-0166","0","0"
"946461","9","DEFAULT","VOICE CONSTRUCTION LTD","7545 52 ST","","","EDMONTON","AB","T6B 2G2","CAN","780-469-1351","0","0"
"947501","A","DEFAULT","WARMAN CITY OF","RECREATION & COMMUNITY SERVICES","PO BOX 340","","WARMAN","SK","S0K 4S0","CAN","306-933-2210","1000","626"
"947561","9","DEFAULT","WARNER SHELTER SYSTEMS LIMITED","9811 44TH ST SE","","","CALGARY","AB","T2C 2P7","CAN","403-279-7662","0","0"
"947601","9","DEFAULT","INTERTEK TESTING MISSISSAUGA","6225 KENWAY DRIVE","","","MISSISSAUGA","ON","L5T 2L3","CAN","905-678-7820","0","0"
"947711","A","DEFAULT","WARNER COUNTY OF","PO BOX 90","","","WARNER","AB","T0K 2L0","CAN","403-642-3635","1500","1500"
"947791","9","DEFAULT","EXTENDICARE***ACCT CLOSED***","2060 CORYDON AVE","","","WINNIPEG","MB","R3P 0N3","CAN","204-889-2650","0","0"
"947881","9","DEFAULT","WINE RACKING DEPOT INC","268 RUTHERFORD RD S","UNIT 6","","BRAMPTON","ON","L6W 3N3","CAN","905-450-1189","0","0"
"948211","9","DEFAULT","WASCANA INSTITUTE","221 WINNIPEG ST N","PO BOX 556","","REGINA","SK","S4P 3A3","CAN","306-798-4356","0","0"
"948221","9","DEFAULT","WASCANA COUNTRY CLUB","PO BOX 1425","","","REGINA","SK","S4P 3C2","CAN","306-586-5666","0","0"
"948231","9","DEFAULT","WASCANA REHABILI***CLOSED***","2180 23RD AVE","","","REGINA","SK","S4S 0A5","CAN","306-766-5100","0","0"
"948241","9","DEFAULT","WASCANA CENTRE AUTHORITY","PO BOX 7111","","","REGINA","SK","S4P 3A8","CAN","306-347-1855","0","0"
"948501","5","DEFAULT","WATCH TOWER BIBLE AND","TRACT SOCIETY OF CANADA","PO BOX 4100","","GEORGETOWN","ON","L7G 4Y4","CAN","905-873-4100","1000","735"
"948581","9","DEFAULT","GENERAL MILLS CANADA CORP","ACCTS PAYABLE ATTN: TANYA HOLM","PO BOX 1304","","MINNEAPOLIS","MN","55440","USA","705-526-2241","0","0"
"948641","9","DEFAULT","WATERLOO CATH DIST SB*CLOSED*","PO BOX 91116","35 WEBER ST W UNIT A","","KITCHENER","ON","N2G 4G2","CAN","519-741-1990","0","0"
"948701","9","DEFAULT","WATERLOO THE CITY OF","100 REGINA ST S","","","WATERLOO","ON","N2J 4P9","CAN","519-886-1550","0","0"
"948741","9","DEFAULT","WATER GROUP CANADA EX","580 PARK STREET","","","REGINA","SK","S4N 5A9","CAN","306-761-3210","0","0"
"948751","3","DEFAULT","WATERLOO UNIVERSITY OF","FINANCE","200 UNIVERSITY AVE W","","WATERLOO","ON","N2L 3G1","CAN","519-888-4567","2000","1481"
"949741","9","DEFAULT","WATERTON SHORELINE CRUISE CO","PO BOX 126","","","WATERTON PARK","AB","T0K 2M0","CAN","403-859-2362","0","0"
"949781","9","DEFAULT","WAJAX POWER SYSTEMS RED DEER","2200 52ND AVE","","","LACHINE","QC","H8T 2Y3","CAN","403-346-8981","0","0"
"949861","9","DEFAULT","WATKINS & ARGUE WELL CONSTR CO","PO BOX 328","","","PILOT MOUND","MB","R0G 1P0","CAN","204-873-2005","0","0"
"950151","5","DEFAULT","DELTA POWER EQUIPMENT LTD","11250 COUNTY RD. 43","PO BOX 458","","WINCHESTER","ON","K0C 2K0","CAN","613-774-2887","2000","2000"
"950821","9","DEFAULT","WELDCO BEALES MFG - LANGLEY","5770 PRODUCTION WAY","","","LANGLEY","BC","V3A 4W4","CAN","604-533-8933","0","0"
"950841","5","DEFAULT","WELDCO BEALES MFG - EDMONTON","12155 154 ST","","","EDMONTON","AB","T5V 1J3","CAN","780-454-5244","2000","1623"
"950871","A","DEFAULT","WEENING BROTHERS MFG","3786 3 RD LINE","","","TOTTENHAM","ON","L0G 1W0","CAN","905-775-3839","5000","4134"
"950921","9","DEFAULT","WELDEN'S MECHANICAL SERVICE","PO BOX 35","","","VANKLEEK HILL","ON","K0B 1R0","CAN","613-678-6254","0","0"
"950951","9","DEFAULT","WEL-CAN WELDING & FABRICATION","103  39015 HWY 2A","","","RED DEER COUNTY","AB","T4S 2A3","CAN","403-343-7355","0","0"
"951961","9","DEFAULT","WELLS CONSTRUCTION EDMONTON","PO BOX 6100, NECSC","","","EDMONTON","AB","T5B 4K5","CAN","780-472-1752","0","0"
"951971","9","DEFAULT","WELLS CONSTRUCTION LETHBRIDGE","PO BOX 218 STN MAIN","","","LETHBRIDGE","AB","T1J 3Y5","CAN","000-000-0000","0","0"
"951991","9","DEFAULT","FIRST STUDENT","110 FAITHFULL CRES","","","SASKATOON","SK","S7K 8H8","CAN","306-343-2125","0","0"
"952271","9","DEFAULT","WESTEEL, A DIV OF ***CLOSED***","INTERNATIONAL INC","PO BOX 1370 STN MAIN","","SASKATOON","SK","S7K 3P5","CAN","204-234-9423","0","0"
"952511","5","DEFAULT","WESTRANS LIMITED EX","515 OAK POINT HWY","","","WINNIPEG","MB","R2R 1V2","CAN","204-633-9282","5000","3678"
"952601","5","DEFAULT","WESLEY IND MACHINE EX","1108 WALL ST","","","WINNIPEG","MB","R3E 2R9","CAN","204-783-7332","2500","2446"
"952861","5","DEFAULT","WEST END TIRE (1990) LTD EX","1991 DUGALD RD","","","WINNIPEG","MB","R2J 0H3","CAN","204-663-9037","4000","2308"
"953021","9","DEFAULT","WEST KOOTENAY POWER","PO BOX 130","","","TRAIL SLOCAN","BC","V1R 4L4","CAN","250-368-3321","0","0"
"953271","5","DEFAULT","RALEY COLONY LTD","PO BOX 2700","","","CARDSTON","AB","T0K 0K0","CAN","403-653-2423","5000","4516"
"953301","9","DEFAULT","WEST ST PAUL RM OF","3550 MAIN ST","","","WEST ST PAUL","MB","R4A 5A3","CAN","204-338-0306","0","0"
"953311","9","DEFAULT","WEST WIND AVTECH SERVICES  EX","HANGER #3","J.G. DIEFENBAKER AIRPORT","","SASKATOON","SK","S7L 5X4","CAN","306-653-3339","0","0"
"953661","9","DEFAULT","WESTCAN TEL LTD","PO BOX 685 STN MAIN","","","GRANDE PRAIRIE","AB","T8V 3A8","CAN","780-567-8910","0","0"
"953671","5","DEFAULT","MAXIM INT'L TRUCKS - REGINA","PO BOX 1487  475 HENDERSON DR","","","REGINA","SK","S4P 3C2","CAN","306-721-9700","2000","1335"
"954751","9","DEFAULT","WESTEEL LTD - REGINA","540 10TH AVE EAST","","","REGINA","SK","S4N 6G7","CAN","204-233-7133","0","0"
"954821","A","DEFAULT","WESTEEL, A DIV OF AGI","450 DESAUTELS STREET","","","WINNIPEG","MB","R2H 3E6","CAN","204-233-7133","2000","1395"
"955601","9","DEFAULT","WESTERN AIRBRAKES","1063 THOMAS AVE","","","WINNIPEG","MB","R2L 2C1","CAN","204-667-7171","0","0"
"955771","A","DEFAULT","WRANGLER TRUCK SERVICE LTD","56 BRYAN BAY","","","ROSSER (CENTREPORT)","MB","R4B 0A3","CAN","204-694-1010","1000","1000"
"955901","9","DEFAULT","PLY GEM*****ACCT CLOSED***","18703 - 111 AVE NW","","","EDMONTON","AB","T5S 2X4","CAN","403-272-8871","0","0"
"956121","9","DEFAULT","SOLETANCHE BACHY CANADA SASK","35571 RANGE RD 3051","","","SASKATOON","SK","S7T 1C8","CAN","306-373-3762","0","0"
"956161","9","DEFAULT","SOLETANCHE BACHY CANADA WPG","102 - 2233 MCGILLIVRAY BLVD","","","WINNIPEG","MB","R3Y 1S6","CAN","204-488-5022","0","0"
"956171","3","DEFAULT","SOLETANCHE BACHY CANADA CLGY","416 MONUMENT PLACE NE","","","CALGARY","AB","T2A 1X4","CAN","403-272-5531","1000","0"
"956181","9","DEFAULT","WESTERN CONCRETE PRODUCTS","1920 PARK AVENUE","","","BRANDON","MB","R7B 0R9","CAN","204-728-2240","0","0"
"956801","9","DEFAULT","WESTERN DEVELOPMENT MUSEUM","2935 LORNE AVE","","","SASKATOON","SK","S7J 0S5","CAN","306-934-1400","0","0"
"957131","9","DEFAULT","WESTERN FEEDLOTS LTD","PO BOX 5279 STN MAIN","","","HIGH RIVER","AB","T1V 1M4","CAN","403-652-3933","0","0"
"957681","5","DEFAULT","WESTERN HYDRAULICS","160 BROCK ST","","","BARRIE","ON","L4N 2M4","CAN","705-737-4130","3500","2888"
"958201","9","DEFAULT","WESTERN MATERIALS HAND LETHBRI","BAY #2, 4002-9TH AVE","","","LETHBRIDGE","AB","T1H 6T8","CAN","403-236-0305","0","0"
"958221","9","DEFAULT","WESTERN MACHINE WORKS","600 MISSION ST","","","WINNIPEG","MB","R2J 0A2","CAN","204-235-0996","0","0"
"958301","3","DEFAULT","WESTERN ONTARIO UNIVERSITY OF","1151 RICHMOND ST","ACCOUNTS PAYABLE (BIOLOGICAL & GEOL)","","LONDON","ON","N6A 5B7","CAN","519-661-2111","5000","5000"
"958521","5","DEFAULT","SUNGRO HORTICULTURE ELMA","770 SILVER STREET","","","AGAWAM","MA","01001","USA","204-426-2121","10000","8820"
"959261","5","DEFAULT","WESTERN INDUSTRIAL SERVICES","300 DAWSON RD N","","","WINNIPEG","MB","R2J 0S7","CAN","204-956-9475","5000","4366"
"959401","9","DEFAULT","WESTERN ROSE (1996) LTD.","BOX 7 SITE 3","RR 1 LCD 1","","RED DEER","AB","T4N 5E1","CAN","403-347-0332","0","0"
"959501","9","DEFAULT","FREIGHTLINER LLC","PO BOX 3591","","","PORTLAND","OR","97208","USA","503-745-6385","0","0"
"959861","9","DEFAULT","BELL TIRE RETREADERS","687 ADAMS ST","","","REGINA","SK","S4N 6R7","CAN","306-924-2112","0","0"
"960051","9","DEFAULT","SMS EQUIPMENT INC - REGINA  EX","PO BOX 1730","","","REGINA","SK","S4P 3C6","CAN","306-359-3121","0","0"
"960201","3","DEFAULT","WESTERNER EXPOSITION ASSOC","4847A-19TH STREET","","","RED DEER","AB","T4R 2N7","CAN","403-343-7800","1000","675"
"960401","A","DEFAULT","WESTFIELD INDUSTRIES EX","PO BOX 39","","","ROSENORT","MB","R0G 1W0","CAN","204-746-2396","15000","12868"
"960641","A","DEFAULT","WESTGATE ENTERPRISES","95 SYMINGTON RD","","","NAVIN","MB","R5T 0E3","CAN","204-255-1000","5000","4547"
"960881","9","DEFAULT","FAIRMONT WINNIPEG","2 LOMBARD PL","","","WINNIPEG","MB","R3B 0Y3","CAN","204-957-1350","0","0"
"962031","9","DEFAULT","WESTMAN CABLE TV","1906 PARK AVE","","","BRANDON","MB","R7B 0R9","CAN","800-665-3337","0","0"
"962431","9","DEFAULT","WESTMINSTER GLASS AND MIRROR","20900 FAIRVIEW RD","RR 2","","THORNDALE","ON","N0M 2P0","CAN","519-461-0050","0","0"
"962451","A","DEFAULT","WESTMOUNT GOLF & COUNTRY CLUB","50 INVERNESS DRIVE","","","KITCHENER","ON","N2M 4Z9","CAN","519-742-2323","1000","1000"
"962811","9","DEFAULT","WESTON***ACCT CLOSED***","560 VICTORIA ST N","","","KITCHENER","ON","N2H 5G2","CAN","519-742-4491","0","0"
"962821","9","DEFAULT","WESTON***ACCT CLOSED***","1377 HAMILTON ST","","","REGINA","SK","S4R 2B6","CAN","306-525-2308","0","0"
"962841","9","DEFAULT","BIRCHWOOD CHRYSLER DODGE","90-3965 PORTAGE AVE","","","WINNIPEG","MB","R3K 2H3","CAN","204-774-4444","0","0"
"962851","9","DEFAULT","WESTON BAKERIES WINNIPEG","1485 CHEVRIER BLVD","","","WINNIPEG","MB","R3T 1Y7","CAN","204-789-2210","0","0"
"962861","9","DEFAULT","WESTRIDGE CABINETS LTD","412 37400 HWY 2","","","RED DEER COUNTY","AB","T4E 1B9","CAN","403-342-6671","0","0"
"962961","9","DEFAULT","WESTON GOLF AND COUNTRY CLUB","50 ST PHILLIPS RD","","","WESTON","ON","M9P 2N6","CAN","416-678-0840","0","0"
"963331","9","DEFAULT","CROP PRODUCTION SERV DIDSBURY","BOX 66","","","DELBURNE","AB","T0M 0V0","CAN","403-335-3055","0","0"
"963391","5","DEFAULT","WESTVIEW VILLAGE MOBILE HOME C","10770 WINTERBURN RD NW","","","EDMONTON","AB","T5S 1T7","CAN","780-447-3345","1000","1000"
"963841","5","DEFAULT","WETASKIWIN COUNTY OF","PO BOX 6960 STN MAIN","","","WETASKIWIN","AB","T9A 2G5","CAN","780-352-3321","1000","1000"
"964151","9","DEFAULT","WEYERHAEUSER GRANDE PRAIRIE","ACCOUNTS PAYABLE","PO BOX 9752","","FEDERAL WAY","WA","98063-9752","USA","888-387-2267","0","0"
"964961","A","DEFAULT","WHEAT CITY DIESEL EX","1714 18TH ST N","","","BRANDON","MB","R7C 1A5","CAN","204-727-7575","500","478"
"964971","9","DEFAULT","WHEAT BELT INDUSTRIES","262055 BALZAC BLVD","","","BALZAC","AB","T4B 2T3","CAN","403-291-1489","0","0"
"964981","3","DEFAULT","WHEAT CITY CONCRETE PRODUCTS","4801 VICTORIA AVE E","","","BRANDON","MB","R7A 7L2","CAN","204-725-5600","3000","411"
"965011","5","DEFAULT","MERIDIAN MFG INC LETHBRIDGE","3125 24TH AVE N","","","LETHBRIDGE","AB","T1H 5G2","CAN","403-320-7070","5000","2796"
"965031","A","DEFAULT","WHEATLAND CABRI COLONY FARMING","PO BOX 110","","","CABRI","SK","S0N 0J0","CAN","306-587-2458","1500","1500"
"965071","9","DEFAULT","WHEAT CITY METALS","GENERAL SCRAP & CAR SHREDDER","PO BOX 860","","REGINA","SK","S4P 3B1","CAN","306-775-3611","0","0"
"965451","3","DEFAULT","WHEATON CHEVROLET LTD EX","260 ALBERT ST NORTH","","","REGINA","SK","S4R 3C1","CAN","306-543-1555","2000","1951"
"965471","5","DEFAULT","WHITE LAKE COLONY","PO BOX 150","","","NOBLEFORD","AB","T0L 1S0","CAN","403-824-3686","1500","1025"
"965491","3","DEFAULT","WHISSELL CONTRACTING LTD","200 - 2500 - 107 AVE SE","","","CALGARY","AB","T2Z 3R7","CAN","403-236-2200","5000","4095"
"965771","A","DEFAULT","WHITEHEAD R M OF","PO BOX 107","","","ALEXANDER","MB","R0K 0A0","CAN","204-752-2261","1000","964"
"966261","9","DEFAULT","TRIOVEST***ACCT CLOSED****","1105 WELLINGTON RD","","","LONDON","ON","N6E 1V4","CAN","519-681-0434","0","0"
"966391","A","DEFAULT","GRASSLAND MUNICIPALITY OF","BOX 399 - 209 AIRDRIE STREET","","","HARTNEY","MB","R0M 0X0","CAN","204-776-2172","3000","3000"
"966581","5","DEFAULT","INFRA PIPE SOLUTIONS LTD","348 EDSON STREET","","","SASKATOON","SK","S7J 0P9","CAN","306-242-0755","3000","2390"
"966601","5","DEFAULT","WILCO CONTR SOUTHWEST CALGARY","4700 110 AVE SE","","","CALGARY","AB","T2C 2T8","CAN","403-225-2930","10000","9065"
"966621","A","DEFAULT","WILD ROSE COLONY FARMING CO","PO BOX 1060","","","VULCAN","AB","T0L 2B0","CAN","403-485-6807","1500","1403"
"966651","9","DEFAULT","WIDOWEWA HOLDINGS LTD","16 NORDEGG CRES","","","RED DEER","AB","T4P 2B9","CAN","403-343-1936","0","0"
"966661","A","DEFAULT","WILGER INDUSTRIES LTD","SITE 412 BOX 280 RR 4","","","SASKATOON","SK","S7K 3J7","CAN","306-242-4121","1000","1000"
"967131","9","DEFAULT","CERVUS EQUIPMENT - REGINA E","FORKLIFT","4302-333 96 AVE NE","","CALGARY","AB","T3K 0S3","CAN","306-721-4608","0","0"
"967251","9","DEFAULT","CERVUS EQUIPMENT - CALGARY","502 48 ST EAST","","","SASKATOON","SK","S7K 5T9","CAN","403-567-2146","0","0"
"967501","9","DEFAULT","JELD-WEN WINDOWS & DOORS","WILLMAR WINDOW DIVISION","550 MUNROE AVE","","WINNIPEG","MB","R2K 4H3","CAN","204-668-8230","0","0"
"967521","5","DEFAULT","ROBERTS ONSITE INC","209 MANITOU DR","","","KITCHENER","ON","N4C 1L4","CAN","519-578-2230","6000","6000"
"967591","A","DEFAULT","WILLOW CREEK MD NO26","PO BOX 550","","","CLARESHOLM","AB","T0L 0T0","CAN","403-625-3351","1000","1000"
"967671","A","DEFAULT","WILLOW CREEK SAND & GRAVEL CO","PO BOX 52","","","COALHURST","AB","T0L 0V0","CAN","403-381-6452","3000","3000"
"968421","A","DEFAULT","WILSON COLONY","PO BOX 99","","","COALDALE","AB","T1M 1M2","CAN","403-327-9471","500","0"
"969231","9","DEFAULT","WINACOTT GROUP SASKATOON EX","3002 FAITHFULL AVE","","","SASKATOON","SK","S7K 0B1","CAN","306-931-4448","0","0"
"969251","9","DEFAULT","UPPER GRAND***ACCT CLOSED***","500 VICTORIA ROAD N","","","GUELPH","ON","N1E 5K2","CAN","519-822-4420","0","0"
"969311","5","DEFAULT","WINDSOR FORD (1975)LTD","10001-139 AVE","","","GRANDE PRAIRIE","AB","T8X 0V3","CAN","780-532-9550","3500","3469"
"969331","9","DEFAULT","WFS LTD LONDON","645 WILTON GROVE RD","","","LONDON","ON","N6N 1N7","CAN","519-681-3790","0","0"
"969361","5","DEFAULT","CHAMPION CANADA MODULAR LTD","O/A SRI HOMES - KELOWNA","9500 JIM BAILEY RD","","KELOWNA","BC","V4V 1S5","CAN","250-766-0588","3500","2780"
"969381","9","DEFAULT","ELDORADO RANCH LTD","102-266 LAWRENCE AVE","","","KELOWNA","BC","V1Y 6L3","CAN","250-861-8884","0","0"
"969481","A","DEFAULT","WINDERMERE GOLF & COUNTRY CLUB","19110 ELLERSLIE RD SW","","","EDMONTON","AB","T6W 1A5","CAN","780-988-5501","1000","812"
"969501","9","DEFAULT","WINDER WOODWORKS","1231 MANAHAN AVE","","","WINNIPEG","MB","R3T 5S8","CAN","204-453-4241","0","0"
"969901","3","DEFAULT","WINGENBACK LTD CALGARY","707 BARLOW TRAIL","BAY F CENTURY PARK","","CALGARY","AB","T2E 8C2","CAN","403-221-8120","500","0"
"970041","A","DEFAULT","WINNIFRED COLONY FARMING CO","PO BOX 1177 LCD 1","","","MEDICINE HAT","AB","T1A 7H3","CAN","403-832-2184","5000","3955"
"970471","9","DEFAULT","WINNIPEG BEACH TOWN OF","PO BOX 160","","","WINNIPEG BEACH","MB","R0C 3G0","CAN","204-389-2698","0","0"
"970591","9","DEFAULT","WINNIPEG CITY PUBLIC WORKS","CORPORATE FINANCE ACCTS PAYABLE","4TH FL 510 MAIN ST","","WINNIPEG","MB","R3B 1B9","CAN","204-986-5341","0","0"
"970611","3","DEFAULT","WINNIPEG CITY WATER WASTE DEPT","CORPORATE FINANCE ACCTS PAYABLE","4TH FL 510 MAIN ST","","WINNIPEG","MB","R3B 1B9","CAN","204-986-7547","7500","6487"
"970641","9","DEFAULT","WINNIPEG CITY STREETS","CORPORATE FINANCE ACCTS PAYABLE","4TH FL 510 MAIN ST","","WINNIPEG","MB","R3B 1B9","CAN","204-986-2741","0","0"
"970891","9","DEFAULT","WINNIPEG CITY FIRE DEPT","CORPORATE FINANCE ACCTS PAYABLE","4TH FL 510 MAIN ST","","WINNIPEG","MB","R3B 1B9","CAN","204-986-6340","0","0"
"971101","9","DEFAULT","RBC CONVENTION CENTRE WINNIPEG","375 YORK ST","","","WINNIPEG","MB","R3C 3J3","CAN","204-956-1720","0","0"
"971421","9","DEFAULT","RIVERVIEW HEALTH CENTRE","WRHA ACCOUNTS PAYABLE","791 NOTRE DAME AVE","","WINNIPEG","MB","R3E 0M1","CAN","204-478-6209","0","0"
"971671","9","DEFAULT","STORE NSF CHEQUE","XXX","","","WINNIPEG","MB","R3C 2W7","CAN","000-000-0000","0","0"
"971691","9","DEFAULT","PORTAGE AVE NSF***CLOSED***","","","","WINNIPEG","MB","R3K 2C9","CAN","000-000-0000","0","0"
"971701","9","DEFAULT","WINNIPEG OLD COUNTRY SAUSAGE","691 DUFFERIN AVE","","","WINNIPEG","MB","R2W 2Z3","CAN","204-589-8331","0","0"
"971751","9","DEFAULT","MANITOBA HOUSING WINNIPEG","352 DONALD ST","","","WINNIPEG","MB","R3B 2H8","CAN","204-956-4663","0","0"
"971901","5","DEFAULT","WINNIPEG SCHOOL DIV 1","1577 WALL ST E","","","WINNIPEG","MB","R3E 2S5","CAN","204-775-0231","1000","1000"
"972511","3","DEFAULT","WINNIPEG TRANSIT","421 OSBORNE ST","","","WINNIPEG","MB","R3L 2A2","CAN","204-986-5717","2500","1012"
"973231","9","DEFAULT","WINPAK LTD","100 SAULTEAUX CRES","","","WINNIPEG","MB","R3J 3T3","CAN","204-889-1015","0","0"
"975001","A","DEFAULT","WOODLANDS R.M. OF","PO BOX 10","","","WOODLANDS","MB","R0C 3H0","CAN","204-383-5679","1500","1500"
"975041","9","DEFAULT","WORKERS COMP BOARD EDMONTON","7123-119 ST","","","EDMONTON","AB","T6G 1V7","CAN","780-498-4937","0","0"
"975071","9","DEFAULT","WOODLAND SUPPLY & MFG LTD","867 MCLEOD AVE","","","WINNIPEG","MB","R2G 0Y4","CAN","204-668-0079","0","0"
"975151","A","DEFAULT","WOLF CREEK COLONY FARMING CO","PO BOX 266","","","STIRLING","AB","T0K 2E0","CAN","403-756-2243","2500","1075"
"975211","9","DEFAULT","WOLFE HEAVY EQUIPMENT INC","700 WRIGHT ST","","","STRATHROY","ON","N7G 3H8","CAN","519-289-2150","0","0"
"975231","A","DEFAULT","WOLVERINE RM OF #340","BOX 28","","","BURR","SK","S0K 0T0","CAN","306-682-3640","5000","5000"
"975241","9","DEFAULT","WOODHAVEN TOYOTA","70-3965 PORTAGE AVE","","","WINNIPEG","MB","R3K 2H8","CAN","204-889-3700","0","0"
"975291","3","DEFAULT","LAKE COUNTRY DISTRICT OF","10150 BOTTOM WOOD LAKE RD","","","LAKE COUNTRY","BC","V4V 2M1","CAN","250-766-5650","2000","2000"
